nivel_territorial_codigo;nivel_territorial_nome;territorio_codigo;territorio_nome;ano_codigo;ano_nome;variavel_codigo;variavel_nome;unidade;produto_codigo;produto_nome;valor
N6;Município;2300309;Acopiara - CE;2022;2022;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);12700
N6;Município;2300309;Acopiara - CE;2023;2023;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);15600
N6;Município;2300309;Acopiara - CE;2024;2024;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);12500
N6;Município;2300408;Aiuaba - CE;2003;2003;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);4200
N6;Município;2300408;Aiuaba - CE;2004;2004;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);5200
N6;Município;2300408;Aiuaba - CE;2005;2005;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);6200
N6;Município;2300408;Aiuaba - CE;2006;2006;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);6830
N6;Município;2300408;Aiuaba - CE;2007;2007;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);6950
N6;Município;2300408;Aiuaba - CE;2008;2008;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);7685
N6;Município;2300408;Aiuaba - CE;2009;2009;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);7920
N6;Município;2300408;Aiuaba - CE;2010;2010;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);8160
N6;Município;2300408;Aiuaba - CE;2011;2011;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);8944
N6;Município;2300408;Aiuaba - CE;2012;2012;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);8212
N6;Município;2300408;Aiuaba - CE;2013;2013;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);4744
N6;Município;2300408;Aiuaba - CE;2014;2014;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);7533
N6;Município;2300408;Aiuaba - CE;2015;2015;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);7400
N6;Município;2300408;Aiuaba - CE;2016;2016;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);7070
N6;Município;2300408;Aiuaba - CE;2017;2017;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);6400
N6;Município;2300408;Aiuaba - CE;2018;2018;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);5000
N6;Município;2300408;Aiuaba - CE;2019;2019;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);5100
N6;Município;2300408;Aiuaba - CE;2020;2020;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);6000
N6;Município;2300408;Aiuaba - CE;2021;2021;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);5000
N6;Município;2300408;Aiuaba - CE;2022;2022;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);4500
N6;Município;2300408;Aiuaba - CE;2023;2023;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);4800
N6;Município;2300408;Aiuaba - CE;2024;2024;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);3960
N6;Município;2300507;Alcântaras - CE;2003;2003;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);1363
N6;Município;2300507;Alcântaras - CE;2004;2004;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);1069
N6;Município;2300507;Alcântaras - CE;2005;2005;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);1071
N6;Município;2300507;Alcântaras - CE;2006;2006;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);1025
N6;Município;2300507;Alcântaras - CE;2007;2007;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);1086
N6;Município;2300507;Alcântaras - CE;2008;2008;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);1088
N6;Município;2300507;Alcântaras - CE;2009;2009;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);1100
N6;Município;2300507;Alcântaras - CE;2010;2010;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);1479
N6;Município;2300507;Alcântaras - CE;2011;2011;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);1400
N6;Município;2300507;Alcântaras - CE;2012;2012;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);1120
N6;Município;2300507;Alcântaras - CE;2013;2013;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);545
N6;Município;2300507;Alcântaras - CE;2014;2014;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);300
N6;Município;2300507;Alcântaras - CE;2015;2015;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);450
N6;Município;2300507;Alcântaras - CE;2016;2016;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);580
N6;Município;2300507;Alcântaras - CE;2017;2017;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);550
N6;Município;2300507;Alcântaras - CE;2018;2018;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);800
N6;Município;2300507;Alcântaras - CE;2019;2019;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);810
N6;Município;2300507;Alcântaras - CE;2020;2020;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);820
N6;Município;2300507;Alcântaras - CE;2021;2021;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);825
N6;Município;2300507;Alcântaras - CE;2022;2022;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);840
N6;Município;2300507;Alcântaras - CE;2023;2023;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);740
N6;Município;2300507;Alcântaras - CE;2024;2024;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);598
N6;Município;2300606;Altaneira - CE;2003;2003;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);630
N6;Município;2300606;Altaneira - CE;2004;2004;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);550
N6;Município;2300606;Altaneira - CE;2005;2005;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);600
N6;Município;2300606;Altaneira - CE;2006;2006;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);610
N6;Município;2300606;Altaneira - CE;2007;2007;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);1370
N6;Município;2300606;Altaneira - CE;2008;2008;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);1360
N6;Município;2300606;Altaneira - CE;2009;2009;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);1400
N6;Município;2300606;Altaneira - CE;2010;2010;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);1600
N6;Município;2300606;Altaneira - CE;2011;2011;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);1050
N6;Município;2300606;Altaneira - CE;2012;2012;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);990
N6;Município;2300606;Altaneira - CE;2013;2013;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);1010
N6;Município;2300606;Altaneira - CE;2014;2014;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);890
N6;Município;2300606;Altaneira - CE;2015;2015;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);700
N6;Município;2300606;Altaneira - CE;2016;2016;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);1000
N6;Município;2300606;Altaneira - CE;2017;2017;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);800
N6;Município;2300606;Altaneira - CE;2018;2018;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);700
N6;Município;2300606;Altaneira - CE;2019;2019;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);600
N6;Município;2300606;Altaneira - CE;2020;2020;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);850
N6;Município;2300606;Altaneira - CE;2021;2021;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);1000
N6;Município;2300606;Altaneira - CE;2022;2022;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);1100
N6;Município;2300606;Altaneira - CE;2023;2023;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);1000
N6;Município;2300606;Altaneira - CE;2024;2024;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);1150
N6;Município;2300705;Alto Santo - CE;2003;2003;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);600
N6;Município;2300705;Alto Santo - CE;2004;2004;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);450
N6;Município;2300705;Alto Santo - CE;2005;2005;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);290
N6;Município;2300705;Alto Santo - CE;2006;2006;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);500
N6;Município;2300705;Alto Santo - CE;2007;2007;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);450
N6;Município;2300705;Alto Santo - CE;2008;2008;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);700
N6;Município;2300705;Alto Santo - CE;2009;2009;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);550
N6;Município;2300705;Alto Santo - CE;2010;2010;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);250
N6;Município;2300705;Alto Santo - CE;2011;2011;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);440
N6;Município;2300705;Alto Santo - CE;2012;2012;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);154
N6;Município;2300705;Alto Santo - CE;2013;2013;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);168
N6;Município;2300705;Alto Santo - CE;2014;2014;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);41
N6;Município;2300705;Alto Santo - CE;2015;2015;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);229
N6;Município;2300705;Alto Santo - CE;2016;2016;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);403
N6;Município;2300705;Alto Santo - CE;2017;2017;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);300
N6;Município;2300705;Alto Santo - CE;2018;2018;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);305
N6;Município;2300705;Alto Santo - CE;2019;2019;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);1010
N6;Município;2300705;Alto Santo - CE;2020;2020;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);310
N6;Município;2300705;Alto Santo - CE;2021;2021;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);340
N6;Município;2300705;Alto Santo - CE;2022;2022;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);455
N6;Município;2300705;Alto Santo - CE;2023;2023;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);242
N6;Município;2300705;Alto Santo - CE;2024;2024;8331;Área plantada ou destinada à colheita;Hectares;40122;Milho (em grão);175
